Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-xe3o,randomiser-mhmr,branch-632j,randomiser-ydsz,randomiser-dv67,randomiser-4jvp,randomiser-whjp,randomiser-8x67,randomiser-wkma,branch-tihy,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER
2,1701396679268,01/12/2023 02:11:19,1701396680508,3,01/12/2023 05:11:20,146089,8,task-axcc,,33341598,BLIND,9872014,,complete,,65693ff403a08dc0ab41c6bd,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1440x960,1440x791,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,3,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,2759.5,,,,,0,1,0,,,,,,Instructions,
3,1701396687721,01/12/2023 02:11:27,1701396688957,3,01/12/2023 05:11:28,146089,8,task-axcc,,33341598,BLIND,9872014,,complete,,65693ff403a08dc0ab41c6bd,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1440x960,1440x791,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,3,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,8442.5,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701396692796,01/12/2023 02:11:32,1701396694023,3,01/12/2023 05:11:34,146089,8,task-axcc,,33341598,BLIND,9872014,,complete,,65693ff403a08dc0ab41c6bd,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1440x960,1440x791,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,3,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,13508.10000038147,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,diş
5,1701396694621,01/12/2023 02:11:34,1701396695858,3,01/12/2023 05:11:35,146089,8,task-axcc,,33341598,BLIND,9872014,,complete,,65693ff403a08dc0ab41c6bd,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1440x960,1440x791,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,3,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,15342.700000286102,,,diş,1,1,0,0,,,,,,Audio Check,diş
6,1701396695801,01/12/2023 02:11:35,1701396697023,3,01/12/2023 05:11:37,146089,8,task-axcc,,33341598,BLIND,9872014,,complete,,65693ff403a08dc0ab41c6bd,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1440x960,1440x791,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,3,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1159.4000000953674,,,,,0,1,0,,,,,,Audio Check,diş
7,1701396695937,01/12/2023 02:11:35,1701396697025,3,01/12/2023 05:11:37,146089,8,task-axcc,,33341598,BLIND,9872014,,complete,,65693ff403a08dc0ab41c6bd,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1440x960,1440x791,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,3,,yes,Spreadsheet1,,,END TASK,,,,,19306,,,,,0,1,0,,,,,,,
1,1701399258865,01/12/2023 02:54:18,1701399257650,11,01/12/2023 13:54:17,146089,8,task-axcc,,33341756,BLIND,9872070,,complete,,656949236b0eea2328e2d755,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,393x852,734x310,,,,Audio Check,9,SoundCheckPassed,4,test passed,,,,3,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701399277357,01/12/2023 02:54:37,1701399276231,11,01/12/2023 13:54:36,146089,8,task-axcc,,33341756,BLIND,9872070,,complete,,656949236b0eea2328e2d755,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,393x852,734x310,,,,Audio Check,9,SoundCheckPassed,4,test passed,,,,3,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,18525.000000000004,,,,,0,1,0,,,,,,Instructions,
3,1701399281149,01/12/2023 02:54:41,1701399280084,11,01/12/2023 13:54:40,146089,8,task-axcc,,33341756,BLIND,9872070,,complete,,656949236b0eea2328e2d755,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,393x852,734x310,,,,Audio Check,9,SoundCheckPassed,4,test passed,,,,3,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,3831.9999999999964,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701399281763,01/12/2023 02:54:41,1701399281585,11,01/12/2023 13:54:41,146089,8,task-axcc,,33341756,BLIND,9872070,,complete,,656949236b0eea2328e2d755,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,393x852,734x310,,,,Audio Check,9,SoundCheckPassed,4,test passed,,,,3,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,5331.999999999996,,,diş,1,1,0,0,,,,,,Audio Check,diş
5,1701399283457,01/12/2023 02:54:43,1701399283250,11,01/12/2023 13:54:43,146089,8,task-axcc,,33341756,BLIND,9872070,,complete,,656949236b0eea2328e2d755,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,393x852,734x310,,,,Audio Check,9,SoundCheckPassed,4,test passed,,,,3,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1657,,,,,0,1,0,,,,,,Audio Check,diş
6,1701399283801,01/12/2023 02:54:43,1701399283254,11,01/12/2023 13:54:43,146089,8,task-axcc,,33341756,BLIND,9872070,,complete,,656949236b0eea2328e2d755,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,393x852,734x310,,,,Audio Check,9,SoundCheckPassed,4,test passed,,,,3,,,yes,Spreadsheet1,,,END TASK,,,,,25604,,,,,0,1,0,,,,,,,
1,1701400355322,01/12/2023 03:12:35,1701400354673,10.5,01/12/2023 13:42:34,146089,8,task-axcc,,33341840,BLIND,9872101,,complete,,65694e7b3314a65dec78e750,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,428x926,832x345,,,,Audio Check,9,SoundCheckPassed,2,test passed,,1,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701400363347,01/12/2023 03:12:43,1701400362785,10.5,01/12/2023 13:42:42,146089,8,task-axcc,,33341840,BLIND,9872101,,complete,,65694e7b3314a65dec78e750,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,428x926,832x345,,,,Audio Check,9,SoundCheckPassed,2,test passed,,1,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,8057.000000000002,,,,,0,1,0,,,,,,Instructions,
3,1701400364766,01/12/2023 03:12:44,1701400364265,10.5,01/12/2023 13:42:44,146089,8,task-axcc,,33341840,BLIND,9872101,,complete,,65694e7b3314a65dec78e750,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,428x926,832x345,,,,Audio Check,9,SoundCheckPassed,2,test passed,,1,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,1461.9999999999982,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701400370797,01/12/2023 03:12:50,1701400370283,10.5,01/12/2023 13:42:50,146089,8,task-axcc,,33341840,BLIND,9872101,,complete,,65694e7b3314a65dec78e750,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,428x926,832x345,,,,Audio Check,9,SoundCheckPassed,2,test passed,,1,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,7479.999999999998,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,diş
5,1701400372459,01/12/2023 03:12:52,1701400371867,10.5,01/12/2023 13:42:51,146089,8,task-axcc,,33341840,BLIND,9872101,,complete,,65694e7b3314a65dec78e750,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,428x926,832x345,,,,Audio Check,9,SoundCheckPassed,2,test passed,,1,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,9062.999999999998,,,diş,1,1,0,0,,,,,,Audio Check,diş
6,1701400373929,01/12/2023 03:12:53,1701400373382,10.5,01/12/2023 13:42:53,146089,8,task-axcc,,33341840,BLIND,9872101,,complete,,65694e7b3314a65dec78e750,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,428x926,832x345,,,,Audio Check,9,SoundCheckPassed,2,test passed,,1,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1507,,,,,0,1,0,,,,,,Audio Check,diş
7,1701400374629,01/12/2023 03:12:54,1701400373385,10.5,01/12/2023 13:42:53,146089,8,task-axcc,,33341840,BLIND,9872101,,complete,,65694e7b3314a65dec78e750,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,428x926,832x345,,,,Audio Check,9,SoundCheckPassed,2,test passed,,1,,,,,yes,Spreadsheet1,,,END TASK,,,,,18712,,,,,0,1,0,,,,,,,
1,1701402389174,01/12/2023 03:46:29,1701402388519,-5,30/11/2023 22:46:28,146089,8,task-axcc,,33341947,BLIND,9872129,,complete,,656956e17a9f309a332b89c5,computer,Desktop or Laptop,Windows 10,Firefox 120.0,1280x720,1280x606,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,2,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701402393870,01/12/2023 03:46:33,1701402393260,-5,30/11/2023 22:46:33,146089,8,task-axcc,,33341947,BLIND,9872129,,complete,,656956e17a9f309a332b89c5,computer,Desktop or Laptop,Windows 10,Firefox 120.0,1280x720,1280x606,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,2,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,4701,,,,,0,1,0,,,,,,Instructions,
3,1701402396113,01/12/2023 03:46:36,1701402395514,-5,30/11/2023 22:46:35,146089,8,task-axcc,,33341947,BLIND,9872129,,complete,,656956e17a9f309a332b89c5,computer,Desktop or Laptop,Windows 10,Firefox 120.0,1280x720,1280x606,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,2,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2240,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701402399460,01/12/2023 03:46:39,1701402398841,-5,30/11/2023 22:46:38,146089,8,task-axcc,,33341947,BLIND,9872129,,complete,,656956e17a9f309a332b89c5,computer,Desktop or Laptop,Windows 10,Firefox 120.0,1280x720,1280x606,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,2,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,5567,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,diş
5,1701402401471,01/12/2023 03:46:41,1701402400868,-5,30/11/2023 22:46:40,146089,8,task-axcc,,33341947,BLIND,9872129,,complete,,656956e17a9f309a332b89c5,computer,Desktop or Laptop,Windows 10,Firefox 120.0,1280x720,1280x606,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,2,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,7592,,,diş,1,1,0,0,,,,,,Audio Check,diş
6,1701402403099,01/12/2023 03:46:43,1701402402498,-5,30/11/2023 22:46:42,146089,8,task-axcc,,33341947,BLIND,9872129,,complete,,656956e17a9f309a332b89c5,computer,Desktop or Laptop,Windows 10,Firefox 120.0,1280x720,1280x606,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,2,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1605,,,,,0,1,0,,,,,,Audio Check,diş
7,1701402403228,01/12/2023 03:46:43,1701402402503,-5,30/11/2023 22:46:42,146089,8,task-axcc,,33341947,BLIND,9872129,,complete,,656956e17a9f309a332b89c5,computer,Desktop or Laptop,Windows 10,Firefox 120.0,1280x720,1280x606,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,2,yes,Spreadsheet1,,,END TASK,,,,,13984,,,,,0,1,0,,,,,,,
1,1701404436360,01/12/2023 04:20:36,1701404435364,11,01/12/2023 15:20:35,146089,8,task-axcc,,33342073,BLIND,9872182,,complete,,65695eda56d3d7ca3fd50a27,computer,Desktop or Laptop,Windows 10,Firefox 119.0,1920x1080,1920x965,,,,Audio Check,9,SoundCheckPassed,1,test passed,5,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701404443009,01/12/2023 04:20:43,1701404442071,11,01/12/2023 15:20:42,146089,8,task-axcc,,33342073,BLIND,9872182,,complete,,65695eda56d3d7ca3fd50a27,computer,Desktop or Laptop,Windows 10,Firefox 119.0,1920x1080,1920x965,,,,Audio Check,9,SoundCheckPassed,1,test passed,5,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,6672,,,,,0,1,0,,,,,,Instructions,
3,1701404445987,01/12/2023 04:20:45,1701404445040,11,01/12/2023 15:20:45,146089,8,task-axcc,,33342073,BLIND,9872182,,complete,,65695eda56d3d7ca3fd50a27,computer,Desktop or Laptop,Windows 10,Firefox 119.0,1920x1080,1920x965,,,,Audio Check,9,SoundCheckPassed,1,test passed,5,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2959,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701404447377,01/12/2023 04:20:47,1701404446452,11,01/12/2023 15:20:46,146089,8,task-axcc,,33342073,BLIND,9872182,,complete,,65695eda56d3d7ca3fd50a27,computer,Desktop or Laptop,Windows 10,Firefox 119.0,1920x1080,1920x965,,,,Audio Check,9,SoundCheckPassed,1,test passed,5,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,4371,,,diş,1,1,0,0,,,,,,Audio Check,diş
5,1701404448920,01/12/2023 04:20:48,1701404447968,11,01/12/2023 15:20:47,146089,8,task-axcc,,33342073,BLIND,9872182,,complete,,65695eda56d3d7ca3fd50a27,computer,Desktop or Laptop,Windows 10,Firefox 119.0,1920x1080,1920x965,,,,Audio Check,9,SoundCheckPassed,1,test passed,5,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1510,,,,,0,1,0,,,,,,Audio Check,diş
6,1701404449224,01/12/2023 04:20:49,1701404447981,11,01/12/2023 15:20:47,146089,8,task-axcc,,33342073,BLIND,9872182,,complete,,65695eda56d3d7ca3fd50a27,computer,Desktop or Laptop,Windows 10,Firefox 119.0,1920x1080,1920x965,,,,Audio Check,9,SoundCheckPassed,1,test passed,5,,,,,,yes,Spreadsheet1,,,END TASK,,,,,12617,,,,,0,1,0,,,,,,,
1,1701406448518,01/12/2023 04:54:08,1701406449087,-5,30/11/2023 23:54:09,146089,8,task-axcc,,33342258,BLIND,9872222,,complete,,656966424bde2a6c9da09286,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x923,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,1,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701406470449,01/12/2023 04:54:30,1701406471005,-5,30/11/2023 23:54:31,146089,8,task-axcc,,33342258,BLIND,9872222,,complete,,656966424bde2a6c9da09286,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x923,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,1,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,21891,,,,,0,1,0,,,,,,Instructions,
3,1701406473494,01/12/2023 04:54:33,1701406474037,-5,30/11/2023 23:54:34,146089,8,task-axcc,,33342258,BLIND,9872222,,complete,,656966424bde2a6c9da09286,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x923,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,1,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,3026.2000000476837,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701406475627,01/12/2023 04:54:35,1701406476160,-5,30/11/2023 23:54:36,146089,8,task-axcc,,33342258,BLIND,9872222,,complete,,656966424bde2a6c9da09286,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x923,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,1,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,5149,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,diş
5,1701406476899,01/12/2023 04:54:36,1701406477473,-5,30/11/2023 23:54:37,146089,8,task-axcc,,33342258,BLIND,9872222,,complete,,656966424bde2a6c9da09286,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x923,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,1,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,6461.5,,,diş,1,1,0,0,,,,,,Audio Check,diş
6,1701406478328,01/12/2023 04:54:38,1701406478900,-5,30/11/2023 23:54:38,146089,8,task-axcc,,33342258,BLIND,9872222,,complete,,656966424bde2a6c9da09286,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x923,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,1,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1424,,,,,0,1,0,,,,,,Audio Check,diş
7,1701406478464,01/12/2023 04:54:38,1701406478902,-5,30/11/2023 23:54:38,146089,8,task-axcc,,33342258,BLIND,9872222,,complete,,656966424bde2a6c9da09286,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x923,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,1,,,,yes,Spreadsheet1,,,END TASK,,,,,29815,,,,,0,1,0,,,,,,,
1,1701407552348,01/12/2023 05:12:32,1701407552225,-8,30/11/2023 21:12:32,146089,8,task-axcc,,33342338,BLIND,9872253,,complete,,65696ae896dbd6323c50dbf8,mobile,Apple iPhone,iOS 17.1,Chrome 120.0.6099.50,430x932,814x374,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,6,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701407553503,01/12/2023 05:12:33,1701407553415,-8,30/11/2023 21:12:33,146089,8,task-axcc,,33342338,BLIND,9872253,,complete,,65696ae896dbd6323c50dbf8,mobile,Apple iPhone,iOS 17.1,Chrome 120.0.6099.50,430x932,814x374,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,6,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,1159,,,,,0,1,0,,,,,,Instructions,
3,1701407556297,01/12/2023 05:12:36,1701407556205,-8,30/11/2023 21:12:36,146089,8,task-axcc,,33342338,BLIND,9872253,,complete,,65696ae896dbd6323c50dbf8,mobile,Apple iPhone,iOS 17.1,Chrome 120.0.6099.50,430x932,814x374,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,6,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2774.000000000001,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701407557368,01/12/2023 05:12:37,1701407557288,-8,30/11/2023 21:12:37,146089,8,task-axcc,,33342338,BLIND,9872253,,complete,,65696ae896dbd6323c50dbf8,mobile,Apple iPhone,iOS 17.1,Chrome 120.0.6099.50,430x932,814x374,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,6,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,3857.000000000002,,,diş,1,1,0,0,,,,,,Audio Check,diş
5,1701407558693,01/12/2023 05:12:38,1701407558621,-8,30/11/2023 21:12:38,146089,8,task-axcc,,33342338,BLIND,9872253,,complete,,65696ae896dbd6323c50dbf8,mobile,Apple iPhone,iOS 17.1,Chrome 120.0.6099.50,430x932,814x374,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,6,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1324,,,,,0,1,0,,,,,,Audio Check,diş
6,1701407558922,01/12/2023 05:12:38,1701407558625,-8,30/11/2023 21:12:38,146089,8,task-axcc,,33342338,BLIND,9872253,,complete,,65696ae896dbd6323c50dbf8,mobile,Apple iPhone,iOS 17.1,Chrome 120.0.6099.50,430x932,814x374,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,6,,yes,Spreadsheet1,,,END TASK,,,,,6400,,,,,0,1,0,,,,,,,
1,1701407961005,01/12/2023 05:19:21,1701407959830,-5,01/12/2023 00:19:19,146089,8,task-axcc,,33342376,BLIND,9872265,,complete,,65696c6c6ea276f3fef4874a,mobile,undefined K,Android 10,Chrome 119.0.0.0,800x360,723x280,,,,Audio Check,9,SoundCheckPassed,2,test passed,,6,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701407986166,01/12/2023 05:19:46,1701407985050,-5,01/12/2023 00:19:45,146089,8,task-axcc,,33342376,BLIND,9872265,,complete,,65696c6c6ea276f3fef4874a,mobile,undefined K,Android 10,Chrome 119.0.0.0,800x360,723x280,,,,Audio Check,9,SoundCheckPassed,2,test passed,,6,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,25102,,,,,0,1,0,,,,,,Instructions,
3,1701407988643,01/12/2023 05:19:48,1701407987522,-5,01/12/2023 00:19:47,146089,8,task-axcc,,33342376,BLIND,9872265,,complete,,65696c6c6ea276f3fef4874a,mobile,undefined K,Android 10,Chrome 119.0.0.0,800x360,723x280,,,,Audio Check,9,SoundCheckPassed,2,test passed,,6,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2453.5,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701407990741,01/12/2023 05:19:50,1701407989630,-5,01/12/2023 00:19:49,146089,8,task-axcc,,33342376,BLIND,9872265,,complete,,65696c6c6ea276f3fef4874a,mobile,undefined K,Android 10,Chrome 119.0.0.0,800x360,723x280,,,,Audio Check,9,SoundCheckPassed,2,test passed,,6,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,4561.800000011921,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,diş
5,1701407997079,01/12/2023 05:19:57,1701407995969,-5,01/12/2023 00:19:55,146089,8,task-axcc,,33342376,BLIND,9872265,,complete,,65696c6c6ea276f3fef4874a,mobile,undefined K,Android 10,Chrome 119.0.0.0,800x360,723x280,,,,Audio Check,9,SoundCheckPassed,2,test passed,,6,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,10899.699999988079,,,diş,1,1,0,0,,,,,,Audio Check,diş
6,1701407999369,01/12/2023 05:19:59,1701407998257,-5,01/12/2023 00:19:58,146089,8,task-axcc,,33342376,BLIND,9872265,,complete,,65696c6c6ea276f3fef4874a,mobile,undefined K,Android 10,Chrome 119.0.0.0,800x360,723x280,,,,Audio Check,9,SoundCheckPassed,2,test passed,,6,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,2277.2000000476837,,,,,0,1,0,,,,,,Audio Check,diş
7,1701407999566,01/12/2023 05:19:59,1701407998265,-5,01/12/2023 00:19:58,146089,8,task-axcc,,33342376,BLIND,9872265,,complete,,65696c6c6ea276f3fef4874a,mobile,undefined K,Android 10,Chrome 119.0.0.0,800x360,723x280,,,,Audio Check,9,SoundCheckPassed,2,test passed,,6,,,,,yes,Spreadsheet1,,,END TASK,,,,,38435,,,,,0,1,0,,,,,,,
1,1701409956098,01/12/2023 05:52:36,1701409955647,-7,30/11/2023 22:52:35,146089,8,task-axcc,,33342524,BLIND,9872289,,complete,,656973fb0e913fda4f78ecc7,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Audio Check,9,SoundCheckPassed,4,test passed,,,,5,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701409967226,01/12/2023 05:52:47,1701409966806,-7,30/11/2023 22:52:46,146089,8,task-axcc,,33342524,BLIND,9872289,,complete,,656973fb0e913fda4f78ecc7,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Audio Check,9,SoundCheckPassed,4,test passed,,,,5,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,11106.200000047684,,,,,0,1,0,,,,,,Instructions,
3,1701409971927,01/12/2023 05:52:51,1701409971529,-7,30/11/2023 22:52:51,146089,8,task-axcc,,33342524,BLIND,9872289,,complete,,656973fb0e913fda4f78ecc7,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Audio Check,9,SoundCheckPassed,4,test passed,,,,5,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,4715.300000071526,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701409973351,01/12/2023 05:52:53,1701409972930,-7,30/11/2023 22:52:52,146089,8,task-axcc,,33342524,BLIND,9872289,,complete,,656973fb0e913fda4f78ecc7,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Audio Check,9,SoundCheckPassed,4,test passed,,,,5,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,6115.600000023842,,,diş,1,1,0,0,,,,,,Audio Check,diş
5,1701409975024,01/12/2023 05:52:55,1701409974627,-7,30/11/2023 22:52:54,146089,8,task-axcc,,33342524,BLIND,9872289,,complete,,656973fb0e913fda4f78ecc7,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Audio Check,9,SoundCheckPassed,4,test passed,,,,5,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1690.3999999761581,,,,,0,1,0,,,,,,Audio Check,diş
6,1701409975270,01/12/2023 05:52:55,1701409974631,-7,30/11/2023 22:52:54,146089,8,task-axcc,,33342524,BLIND,9872289,,complete,,656973fb0e913fda4f78ecc7,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Audio Check,9,SoundCheckPassed,4,test passed,,,,5,,,yes,Spreadsheet1,,,END TASK,,,,,18984,,,,,0,1,0,,,,,,,
